comp_ref,Compound,smiles,IP,EA,HOMO,LUMO,Dipole,Polarizability,Egap,Electronegativity,Chemical hardness,Global softness,Electrophilicity,deltaN,Total Molweight,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Fragments,Non-H Atoms,Non-C/H Atoms,Metal-Atoms,Electronegative Atoms,Stereo Centers,Rotatable Bonds,Rings Closures,Aromatic Atoms,sp3-Atoms,Symmetric atoms,Small Rings,Carbo-Rings,Hetero-Rings,Saturated Rings,Non-Aromatic Rings,Aromatic Rings,Saturated Carbo-Rings,Non-Aromatic Carbo-Rings,Carbo-Aromatic Rings,Saturated Hetero-Rings,Non-Aromatic Hetero-Rings,Hetero-Aromatic Rings,Amides,Amines,Alkyl-Amines,Aromatic Amines,Aromatic Nitrogens,Basic Nitrogens,Acidic Oxygens,ConcInh_M,TempK,Time_H,Med_ConcM,Med_ID,Method,IE
comp_130,"11-methyl-11-phenyl-
2,3,4,10,11,11a-hexahydro-1H-dibenzo[b,e][1,4]diazepine",CC4(c1ccccc1)Nc2ccccc2N=C3CCCCC34,5.84745479,1.317031094,-5.84745479,-1.317031094,4.5676,357.35,4.530423696,3.582242942,2.265211848,0.441459814,2.832508692,-0.754401197,290.409,3.939,-4.594,2,1,230.66,0.099584,24.39,1,22,2,0,2,2,1,4,12,7,2,4,3,1,1,2,2,1,1,2,0,1,0,0,1,0,1,0,0,0,0.001,318,6,1,HCl,WL,91.2
comp_130,"11-methyl-11-phenyl-
2,3,4,10,11,11a-hexahydro-1H-dibenzo[b,e][1,4]diazepine",CC4(c1ccccc1)Nc2ccccc2N=C3CCCCC34,5.84745479,1.317031094,-5.84745479,-1.317031094,4.5676,357.35,4.530423696,3.582242942,2.265211848,0.441459814,2.832508692,-0.754401197,290.409,3.939,-4.594,2,1,230.66,0.099584,24.39,1,22,2,0,2,2,1,4,12,7,2,4,3,1,1,2,2,1,1,2,0,1,0,0,1,0,1,0,0,0,0.001,328,6,1,HCl,WL,89.4
comp_131,"N,N-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) methylene",O=C(OCC)C1=NN(C(=C1)C)CN2N=C(C=C2C)C(=O)OCC,7.061082617,1.966838998,-7.061082617,-1.966838998,11.8031,303.52,5.094243619,4.513960807,2.54712181,0.392599991,3.999777728,-0.488009483,320.348,1.6482,-2.342,8,0,254.76,0.32093,88.24,1,23,8,0,8,0,8,2,10,9,11,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.00005,308,0.5,1,HCl,PDP,90.8
comp_131,"N,N-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) methylene",O=C(OCC)C1=NN(C(=C1)C)CN2N=C(C=C2C)C(=O)OCC,7.061082617,1.966838998,-7.061082617,-1.966838998,11.8031,303.52,5.094243619,4.513960807,2.54712181,0.392599991,3.999777728,-0.488009483,320.348,1.6482,-2.342,8,0,254.76,0.32093,88.24,1,23,8,0,8,0,8,2,10,9,11,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.0001,308,0.5,1,HCl,PDP,93.5
comp_131,"N,N-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) methylene",O=C(OCC)C1=NN(C(=C1)C)CN2N=C(C=C2C)C(=O)OCC,7.061082617,1.966838998,-7.061082617,-1.966838998,11.8031,303.52,5.094243619,4.513960807,2.54712181,0.392599991,3.999777728,-0.488009483,320.348,1.6482,-2.342,8,0,254.76,0.32093,88.24,1,23,8,0,8,0,8,2,10,9,11,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.0005,308,0.5,1,HCl,PDP,95.2
comp_131,"N,N-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) methylene",O=C(OCC)C1=NN(C(=C1)C)CN2N=C(C=C2C)C(=O)OCC,7.061082617,1.966838998,-7.061082617,-1.966838998,11.8031,303.52,5.094243619,4.513960807,2.54712181,0.392599991,3.999777728,-0.488009483,320.348,1.6482,-2.342,8,0,254.76,0.32093,88.24,1,23,8,0,8,0,8,2,10,9,11,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.001,308,0.5,1,HCl,PDP,98.1
comp_131,"N,N-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) methylene",O=C(OCC)C1=NN(C(=C1)C)CN2N=C(C=C2C)C(=O)OCC,7.061082617,1.966838998,-7.061082617,-1.966838998,11.8031,303.52,5.094243619,4.513960807,2.54712181,0.392599991,3.999777728,-0.488009483,320.348,1.6482,-2.342,8,0,254.76,0.32093,88.24,1,23,8,0,8,0,8,2,10,9,11,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.00005,308,0.5,1,HCl,EIS,94.5
comp_131,"N,N-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) methylene",O=C(OCC)C1=NN(C(=C1)C)CN2N=C(C=C2C)C(=O)OCC,7.061082617,1.966838998,-7.061082617,-1.966838998,11.8031,303.52,5.094243619,4.513960807,2.54712181,0.392599991,3.999777728,-0.488009483,320.348,1.6482,-2.342,8,0,254.76,0.32093,88.24,1,23,8,0,8,0,8,2,10,9,11,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.0001,308,0.5,1,HCl,EIS,94.5
comp_131,"N,N-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) methylene",O=C(OCC)C1=NN(C(=C1)C)CN2N=C(C=C2C)C(=O)OCC,7.061082617,1.966838998,-7.061082617,-1.966838998,11.8031,303.52,5.094243619,4.513960807,2.54712181,0.392599991,3.999777728,-0.488009483,320.348,1.6482,-2.342,8,0,254.76,0.32093,88.24,1,23,8,0,8,0,8,2,10,9,11,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.0005,308,0.5,1,HCl,EIS,95
comp_131,"N,N-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) methylene",O=C(OCC)C1=NN(C(=C1)C)CN2N=C(C=C2C)C(=O)OCC,7.061082617,1.966838998,-7.061082617,-1.966838998,11.8031,303.52,5.094243619,4.513960807,2.54712181,0.392599991,3.999777728,-0.488009483,320.348,1.6482,-2.342,8,0,254.76,0.32093,88.24,1,23,8,0,8,0,8,2,10,9,11,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.001,308,0.5,1,HCl,EIS,98.5
comp_131,"N,N-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) methylene",O=C(OCC)C1=NN(C(=C1)C)CN2N=C(C=C2C)C(=O)OCC,7.061082617,1.966838998,-7.061082617,-1.966838998,11.8031,303.52,5.094243619,4.513960807,2.54712181,0.392599991,3.999777728,-0.488009483,320.348,1.6482,-2.342,8,0,254.76,0.32093,88.24,1,23,8,0,8,0,8,2,10,9,11,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.00005,308,6,1,HCl,WL,95.1
comp_131,"N,N-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) methylene",O=C(OCC)C1=NN(C(=C1)C)CN2N=C(C=C2C)C(=O)OCC,7.061082617,1.966838998,-7.061082617,-1.966838998,11.8031,303.52,5.094243619,4.513960807,2.54712181,0.392599991,3.999777728,-0.488009483,320.348,1.6482,-2.342,8,0,254.76,0.32093,88.24,1,23,8,0,8,0,8,2,10,9,11,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.0001,308,6,1,HCl,WL,96.1
comp_131,"N,N-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) methylene",O=C(OCC)C1=NN(C(=C1)C)CN2N=C(C=C2C)C(=O)OCC,7.061082617,1.966838998,-7.061082617,-1.966838998,11.8031,303.52,5.094243619,4.513960807,2.54712181,0.392599991,3.999777728,-0.488009483,320.348,1.6482,-2.342,8,0,254.76,0.32093,88.24,1,23,8,0,8,0,8,2,10,9,11,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.0005,308,6,1,HCl,WL,97.2
comp_131,"N,N-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) methylene",O=C(OCC)C1=NN(C(=C1)C)CN2N=C(C=C2C)C(=O)OCC,7.061082617,1.966838998,-7.061082617,-1.966838998,11.8031,303.52,5.094243619,4.513960807,2.54712181,0.392599991,3.999777728,-0.488009483,320.348,1.6482,-2.342,8,0,254.76,0.32093,88.24,1,23,8,0,8,0,8,2,10,9,11,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.001,308,6,1,HCl,WL,98.6
comp_131,"N,N-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) methylene",O=C(OCC)C1=NN(C(=C1)C)CN2N=C(C=C2C)C(=O)OCC,7.061082617,1.966838998,-7.061082617,-1.966838998,11.8031,303.52,5.094243619,4.513960807,2.54712181,0.392599991,3.999777728,-0.488009483,320.348,1.6482,-2.342,8,0,254.76,0.32093,88.24,1,23,8,0,8,0,8,2,10,9,11,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.001,308,6,1,HCl,WL,98.4
comp_131,"N,N-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) methylene",O=C(OCC)C1=NN(C(=C1)C)CN2N=C(C=C2C)C(=O)OCC,7.061082617,1.966838998,-7.061082617,-1.966838998,11.8031,303.52,5.094243619,4.513960807,2.54712181,0.392599991,3.999777728,-0.488009483,320.348,1.6482,-2.342,8,0,254.76,0.32093,88.24,1,23,8,0,8,0,8,2,10,9,11,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.001,318,6,1,HCl,WL,95.1
comp_131,"N,N-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) methylene",O=C(OCC)C1=NN(C(=C1)C)CN2N=C(C=C2C)C(=O)OCC,7.061082617,1.966838998,-7.061082617,-1.966838998,11.8031,303.52,5.094243619,4.513960807,2.54712181,0.392599991,3.999777728,-0.488009483,320.348,1.6482,-2.342,8,0,254.76,0.32093,88.24,1,23,8,0,8,0,8,2,10,9,11,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.001,328,6,1,HCl,WL,92.6
comp_131,"N,N-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) methylene",O=C(OCC)C1=NN(C(=C1)C)CN2N=C(C=C2C)C(=O)OCC,7.061082617,1.966838998,-7.061082617,-1.966838998,11.8031,303.52,5.094243619,4.513960807,2.54712181,0.392599991,3.999777728,-0.488009483,320.348,1.6482,-2.342,8,0,254.76,0.32093,88.24,1,23,8,0,8,0,8,2,10,9,11,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.001,338,6,1,HCl,WL,90.9
comp_131,"N,N-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) methylene",O=C(OCC)C1=NN(C(=C1)C)CN2N=C(C=C2C)C(=O)OCC,7.061082617,1.966838998,-7.061082617,-1.966838998,11.8031,303.52,5.094243619,4.513960807,2.54712181,0.392599991,3.999777728,-0.488009483,320.348,1.6482,-2.342,8,0,254.76,0.32093,88.24,1,23,8,0,8,0,8,2,10,9,11,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.001,348,6,1,HCl,WL,89.2
comp_132,"1,4-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) butane",O=C(OCC)C1=NN(C(=C1)C)CCCCN2N=C(C=C2C)C(=O)OCC,6.962305285,1.629145695,-6.962305285,-1.629145695,17.006,353.51,5.33315959,4.29572549,2.666579795,0.375012217,3.460098497,-0.507067989,362.428,1.4298,-1.998,8,0,296.04,0.27618,88.24,1,26,8,0,8,0,11,2,10,12,13,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.00005,308,0.5,1,HCl,PDP,69.4
comp_132,"1,4-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) butane",O=C(OCC)C1=NN(C(=C1)C)CCCCN2N=C(C=C2C)C(=O)OCC,6.962305285,1.629145695,-6.962305285,-1.629145695,17.006,353.51,5.33315959,4.29572549,2.666579795,0.375012217,3.460098497,-0.507067989,362.428,1.4298,-1.998,8,0,296.04,0.27618,88.24,1,26,8,0,8,0,11,2,10,12,13,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.0001,308,0.5,1,HCl,PDP,73.6
comp_132,"1,4-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) butane",O=C(OCC)C1=NN(C(=C1)C)CCCCN2N=C(C=C2C)C(=O)OCC,6.962305285,1.629145695,-6.962305285,-1.629145695,17.006,353.51,5.33315959,4.29572549,2.666579795,0.375012217,3.460098497,-0.507067989,362.428,1.4298,-1.998,8,0,296.04,0.27618,88.24,1,26,8,0,8,0,11,2,10,12,13,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.0005,308,0.5,1,HCl,PDP,82
comp_132,"1,4-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) butane",O=C(OCC)C1=NN(C(=C1)C)CCCCN2N=C(C=C2C)C(=O)OCC,6.962305285,1.629145695,-6.962305285,-1.629145695,17.006,353.51,5.33315959,4.29572549,2.666579795,0.375012217,3.460098497,-0.507067989,362.428,1.4298,-1.998,8,0,296.04,0.27618,88.24,1,26,8,0,8,0,11,2,10,12,13,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.001,308,0.5,1,HCl,PDP,85
comp_132,"1,4-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) butane",O=C(OCC)C1=NN(C(=C1)C)CCCCN2N=C(C=C2C)C(=O)OCC,6.962305285,1.629145695,-6.962305285,-1.629145695,17.006,353.51,5.33315959,4.29572549,2.666579795,0.375012217,3.460098497,-0.507067989,362.428,1.4298,-1.998,8,0,296.04,0.27618,88.24,1,26,8,0,8,0,11,2,10,12,13,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.00005,308,0.5,1,HCl,EIS,67.8
comp_132,"1,4-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) butane",O=C(OCC)C1=NN(C(=C1)C)CCCCN2N=C(C=C2C)C(=O)OCC,6.962305285,1.629145695,-6.962305285,-1.629145695,17.006,353.51,5.33315959,4.29572549,2.666579795,0.375012217,3.460098497,-0.507067989,362.428,1.4298,-1.998,8,0,296.04,0.27618,88.24,1,26,8,0,8,0,11,2,10,12,13,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.0001,308,0.5,1,HCl,EIS,72.7
comp_132,"1,4-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) butane",O=C(OCC)C1=NN(C(=C1)C)CCCCN2N=C(C=C2C)C(=O)OCC,6.962305285,1.629145695,-6.962305285,-1.629145695,17.006,353.51,5.33315959,4.29572549,2.666579795,0.375012217,3.460098497,-0.507067989,362.428,1.4298,-1.998,8,0,296.04,0.27618,88.24,1,26,8,0,8,0,11,2,10,12,13,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.0005,308,0.5,1,HCl,EIS,82.3
comp_132,"1,4-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) butane",O=C(OCC)C1=NN(C(=C1)C)CCCCN2N=C(C=C2C)C(=O)OCC,6.962305285,1.629145695,-6.962305285,-1.629145695,17.006,353.51,5.33315959,4.29572549,2.666579795,0.375012217,3.460098497,-0.507067989,362.428,1.4298,-1.998,8,0,296.04,0.27618,88.24,1,26,8,0,8,0,11,2,10,12,13,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.001,308,0.5,1,HCl,EIS,83.5
comp_132,"1,4-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) butane",O=C(OCC)C1=NN(C(=C1)C)CCCCN2N=C(C=C2C)C(=O)OCC,6.962305285,1.629145695,-6.962305285,-1.629145695,17.006,353.51,5.33315959,4.29572549,2.666579795,0.375012217,3.460098497,-0.507067989,362.428,1.4298,-1.998,8,0,296.04,0.27618,88.24,1,26,8,0,8,0,11,2,10,12,13,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.00005,308,6,1,HCl,WL,73.5
comp_132,"1,4-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) butane",O=C(OCC)C1=NN(C(=C1)C)CCCCN2N=C(C=C2C)C(=O)OCC,6.962305285,1.629145695,-6.962305285,-1.629145695,17.006,353.51,5.33315959,4.29572549,2.666579795,0.375012217,3.460098497,-0.507067989,362.428,1.4298,-1.998,8,0,296.04,0.27618,88.24,1,26,8,0,8,0,11,2,10,12,13,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.0001,308,6,1,HCl,WL,77.2
comp_132,"1,4-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) butane",O=C(OCC)C1=NN(C(=C1)C)CCCCN2N=C(C=C2C)C(=O)OCC,6.962305285,1.629145695,-6.962305285,-1.629145695,17.006,353.51,5.33315959,4.29572549,2.666579795,0.375012217,3.460098497,-0.507067989,362.428,1.4298,-1.998,8,0,296.04,0.27618,88.24,1,26,8,0,8,0,11,2,10,12,13,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.0005,308,6,1,HCl,WL,85.4
comp_132,"1,4-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) butane",O=C(OCC)C1=NN(C(=C1)C)CCCCN2N=C(C=C2C)C(=O)OCC,6.962305285,1.629145695,-6.962305285,-1.629145695,17.006,353.51,5.33315959,4.29572549,2.666579795,0.375012217,3.460098497,-0.507067989,362.428,1.4298,-1.998,8,0,296.04,0.27618,88.24,1,26,8,0,8,0,11,2,10,12,13,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.001,308,6,1,HCl,WL,87.8
comp_132,"1,4-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) butane",O=C(OCC)C1=NN(C(=C1)C)CCCCN2N=C(C=C2C)C(=O)OCC,6.962305285,1.629145695,-6.962305285,-1.629145695,17.006,353.51,5.33315959,4.29572549,2.666579795,0.375012217,3.460098497,-0.507067989,362.428,1.4298,-1.998,8,0,296.04,0.27618,88.24,1,26,8,0,8,0,11,2,10,12,13,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.001,308,6,1,HCl,WL,86.8
comp_132,"1,4-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) butane",O=C(OCC)C1=NN(C(=C1)C)CCCCN2N=C(C=C2C)C(=O)OCC,6.962305285,1.629145695,-6.962305285,-1.629145695,17.006,353.51,5.33315959,4.29572549,2.666579795,0.375012217,3.460098497,-0.507067989,362.428,1.4298,-1.998,8,0,296.04,0.27618,88.24,1,26,8,0,8,0,11,2,10,12,13,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.001,318,6,1,HCl,WL,81.1
comp_132,"1,4-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) butane",O=C(OCC)C1=NN(C(=C1)C)CCCCN2N=C(C=C2C)C(=O)OCC,6.962305285,1.629145695,-6.962305285,-1.629145695,17.006,353.51,5.33315959,4.29572549,2.666579795,0.375012217,3.460098497,-0.507067989,362.428,1.4298,-1.998,8,0,296.04,0.27618,88.24,1,26,8,0,8,0,11,2,10,12,13,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.001,328,6,1,HCl,WL,65.8
comp_132,"1,4-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) butane",O=C(OCC)C1=NN(C(=C1)C)CCCCN2N=C(C=C2C)C(=O)OCC,6.962305285,1.629145695,-6.962305285,-1.629145695,17.006,353.51,5.33315959,4.29572549,2.666579795,0.375012217,3.460098497,-0.507067989,362.428,1.4298,-1.998,8,0,296.04,0.27618,88.24,1,26,8,0,8,0,11,2,10,12,13,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.001,338,6,1,HCl,WL,53.9
comp_132,"1,4-bis (3-Carbohydrazide-5-methylpyrazol-1-yl) butane",O=C(OCC)C1=NN(C(=C1)C)CCCCN2N=C(C=C2C)C(=O)OCC,6.962305285,1.629145695,-6.962305285,-1.629145695,17.006,353.51,5.33315959,4.29572549,2.666579795,0.375012217,3.460098497,-0.507067989,362.428,1.4298,-1.998,8,0,296.04,0.27618,88.24,1,26,8,0,8,0,11,2,10,12,13,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0.001,348,6,1,HCl,WL,41
comp_133,"2-phenyl-1 H -imidazo[4,5- f ][1,10]phenanthroline",c5ccc(c4nc3c1cccnc1c2ncccc2c3[nH]4)cc5,6.925842027,2.745900986,-6.925842027,-2.745900986,3.392,368.39,4.179941041,4.835871507,2.089970521,0.478475648,5.594732796,-0.517741392,296.332,3.5342,-5.384,4,1,222.67,0.21063,54.46,1,23,4,0,4,0,1,5,23,0,2,5,2,3,0,0,5,0,0,2,0,0,3,0,0,0,0,4,1,0,0.0002,298,0.25,1,HCl,PDP,81.8
comp_133,"2-phenyl-1 H -imidazo[4,5- f ][1,10]phenanthroline",c5ccc(c4nc3c1cccnc1c2ncccc2c3[nH]4)cc5,6.925842027,2.745900986,-6.925842027,-2.745900986,3.392,368.39,4.179941041,4.835871507,2.089970521,0.478475648,5.594732796,-0.517741392,296.332,3.5342,-5.384,4,1,222.67,0.21063,54.46,1,23,4,0,4,0,1,5,23,0,2,5,2,3,0,0,5,0,0,2,0,0,3,0,0,0,0,4,1,0,0.0004,298,0.25,1,HCl,PDP,88.2
comp_133,"2-phenyl-1 H -imidazo[4,5- f ][1,10]phenanthroline",c5ccc(c4nc3c1cccnc1c2ncccc2c3[nH]4)cc5,6.925842027,2.745900986,-6.925842027,-2.745900986,3.392,368.39,4.179941041,4.835871507,2.089970521,0.478475648,5.594732796,-0.517741392,296.332,3.5342,-5.384,4,1,222.67,0.21063,54.46,1,23,4,0,4,0,1,5,23,0,2,5,2,3,0,0,5,0,0,2,0,0,3,0,0,0,0,4,1,0,0.0006,298,0.25,1,HCl,PDP,92.4
comp_133,"2-phenyl-1 H -imidazo[4,5- f ][1,10]phenanthroline",c5ccc(c4nc3c1cccnc1c2ncccc2c3[nH]4)cc5,6.925842027,2.745900986,-6.925842027,-2.745900986,3.392,368.39,4.179941041,4.835871507,2.089970521,0.478475648,5.594732796,-0.517741392,296.332,3.5342,-5.384,4,1,222.67,0.21063,54.46,1,23,4,0,4,0,1,5,23,0,2,5,2,3,0,0,5,0,0,2,0,0,3,0,0,0,0,4,1,0,0.0008,298,0.25,1,HCl,PDP,95
comp_133,"2-phenyl-1 H -imidazo[4,5- f ][1,10]phenanthroline",c5ccc(c4nc3c1cccnc1c2ncccc2c3[nH]4)cc5,6.925842027,2.745900986,-6.925842027,-2.745900986,3.392,368.39,4.179941041,4.835871507,2.089970521,0.478475648,5.594732796,-0.517741392,296.332,3.5342,-5.384,4,1,222.67,0.21063,54.46,1,23,4,0,4,0,1,5,23,0,2,5,2,3,0,0,5,0,0,2,0,0,3,0,0,0,0,4,1,0,0.001,298,0.25,1,HCl,PDP,94.9
comp_133,"2-phenyl-1 H -imidazo[4,5- f ][1,10]phenanthroline",c5ccc(c4nc3c1cccnc1c2ncccc2c3[nH]4)cc5,6.925842027,2.745900986,-6.925842027,-2.745900986,3.392,368.39,4.179941041,4.835871507,2.089970521,0.478475648,5.594732796,-0.517741392,296.332,3.5342,-5.384,4,1,222.67,0.21063,54.46,1,23,4,0,4,0,1,5,23,0,2,5,2,3,0,0,5,0,0,2,0,0,3,0,0,0,0,4,1,0,0.0002,298,0.25,1,HCl,EIS,77.9
comp_133,"2-phenyl-1 H -imidazo[4,5- f ][1,10]phenanthroline",c5ccc(c4nc3c1cccnc1c2ncccc2c3[nH]4)cc5,6.925842027,2.745900986,-6.925842027,-2.745900986,3.392,368.39,4.179941041,4.835871507,2.089970521,0.478475648,5.594732796,-0.517741392,296.332,3.5342,-5.384,4,1,222.67,0.21063,54.46,1,23,4,0,4,0,1,5,23,0,2,5,2,3,0,0,5,0,0,2,0,0,3,0,0,0,0,4,1,0,0.0004,298,0.25,1,HCl,EIS,84.1
comp_133,"2-phenyl-1 H -imidazo[4,5- f ][1,10]phenanthroline",c5ccc(c4nc3c1cccnc1c2ncccc2c3[nH]4)cc5,6.925842027,2.745900986,-6.925842027,-2.745900986,3.392,368.39,4.179941041,4.835871507,2.089970521,0.478475648,5.594732796,-0.517741392,296.332,3.5342,-5.384,4,1,222.67,0.21063,54.46,1,23,4,0,4,0,1,5,23,0,2,5,2,3,0,0,5,0,0,2,0,0,3,0,0,0,0,4,1,0,0.0006,298,0.25,1,HCl,EIS,85.1
comp_133,"2-phenyl-1 H -imidazo[4,5- f ][1,10]phenanthroline",c5ccc(c4nc3c1cccnc1c2ncccc2c3[nH]4)cc5,6.925842027,2.745900986,-6.925842027,-2.745900986,3.392,368.39,4.179941041,4.835871507,2.089970521,0.478475648,5.594732796,-0.517741392,296.332,3.5342,-5.384,4,1,222.67,0.21063,54.46,1,23,4,0,4,0,1,5,23,0,2,5,2,3,0,0,5,0,0,2,0,0,3,0,0,0,0,4,1,0,0.0008,298,0.25,1,HCl,EIS,86.3
comp_133,"2-phenyl-1 H -imidazo[4,5- f ][1,10]phenanthroline",c5ccc(c4nc3c1cccnc1c2ncccc2c3[nH]4)cc5,6.925842027,2.745900986,-6.925842027,-2.745900986,3.392,368.39,4.179941041,4.835871507,2.089970521,0.478475648,5.594732796,-0.517741392,296.332,3.5342,-5.384,4,1,222.67,0.21063,54.46,1,23,4,0,4,0,1,5,23,0,2,5,2,3,0,0,5,0,0,2,0,0,3,0,0,0,0,4,1,0,0.001,298,0.25,1,HCl,EIS,89.2
comp_133,"2-phenyl-1 H -imidazo[4,5- f ][1,10]phenanthroline",c5ccc(c4nc3c1cccnc1c2ncccc2c3[nH]4)cc5,6.925842027,2.745900986,-6.925842027,-2.745900986,3.392,368.39,4.179941041,4.835871507,2.089970521,0.478475648,5.594732796,-0.517741392,296.332,3.5342,-5.384,4,1,222.67,0.21063,54.46,1,23,4,0,4,0,1,5,23,0,2,5,2,3,0,0,5,0,0,2,0,0,3,0,0,0,0,4,1,0,0.0002,298,8,1,HCl,WL,93.6
comp_133,"2-phenyl-1 H -imidazo[4,5- f ][1,10]phenanthroline",c5ccc(c4nc3c1cccnc1c2ncccc2c3[nH]4)cc5,6.925842027,2.745900986,-6.925842027,-2.745900986,3.392,368.39,4.179941041,4.835871507,2.089970521,0.478475648,5.594732796,-0.517741392,296.332,3.5342,-5.384,4,1,222.67,0.21063,54.46,1,23,4,0,4,0,1,5,23,0,2,5,2,3,0,0,5,0,0,2,0,0,3,0,0,0,0,4,1,0,0.0004,298,8,1,HCl,WL,94.1
comp_133,"2-phenyl-1 H -imidazo[4,5- f ][1,10]phenanthroline",c5ccc(c4nc3c1cccnc1c2ncccc2c3[nH]4)cc5,6.925842027,2.745900986,-6.925842027,-2.745900986,3.392,368.39,4.179941041,4.835871507,2.089970521,0.478475648,5.594732796,-0.517741392,296.332,3.5342,-5.384,4,1,222.67,0.21063,54.46,1,23,4,0,4,0,1,5,23,0,2,5,2,3,0,0,5,0,0,2,0,0,3,0,0,0,0,4,1,0,0.0006,298,8,1,HCl,WL,94.1
comp_133,"2-phenyl-1 H -imidazo[4,5- f ][1,10]phenanthroline",c5ccc(c4nc3c1cccnc1c2ncccc2c3[nH]4)cc5,6.925842027,2.745900986,-6.925842027,-2.745900986,3.392,368.39,4.179941041,4.835871507,2.089970521,0.478475648,5.594732796,-0.517741392,296.332,3.5342,-5.384,4,1,222.67,0.21063,54.46,1,23,4,0,4,0,1,5,23,0,2,5,2,3,0,0,5,0,0,2,0,0,3,0,0,0,0,4,1,0,0.0008,298,8,1,HCl,WL,94.3
