comp_ref,Compound,smiles,IE,IP,EA,HL,Dipole,HOMO,LUMO,Electronegativity,Chemical hardness,Global softness,Electrophilicity,Number of e- transferred,Total Molweight,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Total Molweight 2,cLogP 2,cLogS 2,H-Acceptors 2,H-Donors 2,Total Surface Area 2,Relative PSA 2,Polar Surface Area 2,Fragments,Non-H Atoms,Non-C/H Atoms,Metal-Atoms,Electronegative Atoms,Stereo Centers,Rotatable Bonds,Rings Closures,Aromatic Atoms,sp3-Atoms,Symmetric atoms,Small Rings,Carbo-Rings,Hetero-Rings,Saturated Rings,Non-Aromatic Rings,Aromatic Rings,Saturated Carbo-Rings,Non-Aromatic Carbo-Rings,Carbo-Aromatic Rings,Saturated Hetero-Rings,Non-Aromatic Hetero-Rings,Hetero-Aromatic Rings,Amides,Amines,Alkyl-Amines,Aromatic Amines,Aromatic Nitrogens,Basic Nitrogens,Acidic Oxygens,ConcInh_M,TempK,Time_H,Med_ConcM,Med_ID,Method
comp_38,"4,8-Bis[2-(1-naphthalenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC2=CC=CC=3C=CC=CC23)C=4C(O)=CC=C(N=NC5=CC=CC=6C=CC=CC56)C14,64.6,8.381194,1.632494,6.7487,0.455428,-8.381194,-1.632494,5.006844,3.37435,0.296353372,3.7145653,-0.295339251,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,1,36,6,0,6,0,4,6,30,2,18,6,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0.000005,303,6,2,HNO3,WL
comp_38,"4,8-Bis[2-(1-naphthalenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC2=CC=CC=3C=CC=CC23)C=4C(O)=CC=C(N=NC5=CC=CC=6C=CC=CC56)C14,66.2,8.381194,1.632494,6.7487,0.455428,-8.381194,-1.632494,5.006844,3.37435,0.296353372,3.7145653,-0.295339251,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,1,36,6,0,6,0,4,6,30,2,18,6,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0.00001,303,6,2,HNO3,WL
comp_38,"4,8-Bis[2-(1-naphthalenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC2=CC=CC=3C=CC=CC23)C=4C(O)=CC=C(N=NC5=CC=CC=6C=CC=CC56)C14,73.3,8.381194,1.632494,6.7487,0.455428,-8.381194,-1.632494,5.006844,3.37435,0.296353372,3.7145653,-0.295339251,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,1,36,6,0,6,0,4,6,30,2,18,6,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0.00005,303,6,2,HNO3,WL
comp_38,"4,8-Bis[2-(1-naphthalenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC2=CC=CC=3C=CC=CC23)C=4C(O)=CC=C(N=NC5=CC=CC=6C=CC=CC56)C14,80,8.381194,1.632494,6.7487,0.455428,-8.381194,-1.632494,5.006844,3.37435,0.296353372,3.7145653,-0.295339251,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,1,36,6,0,6,0,4,6,30,2,18,6,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0001,303,6,2,HNO3,WL
comp_38,"4,8-Bis[2-(1-naphthalenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC2=CC=CC=3C=CC=CC23)C=4C(O)=CC=C(N=NC5=CC=CC=6C=CC=CC56)C14,65.1,8.381194,1.632494,6.7487,0.455428,-8.381194,-1.632494,5.006844,3.37435,0.296353372,3.7145653,-0.295339251,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,1,36,6,0,6,0,4,6,30,2,18,6,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0001,303,6,2,NaOH,PDP
comp_38,"4,8-Bis[2-(1-naphthalenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC2=CC=CC=3C=CC=CC23)C=4C(O)=CC=C(N=NC5=CC=CC=6C=CC=CC56)C14,58,8.381194,1.632494,6.7487,0.455428,-8.381194,-1.632494,5.006844,3.37435,0.296353372,3.7145653,-0.295339251,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,1,36,6,0,6,0,4,6,30,2,18,6,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0001,303,6,2,NaOH,WL
comp_39,"4,8-Bis[2-(2-naphthalenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC=2C=CC=3C=CC=CC3C2)C=4C(O)=CC=C(N=NC=5C=CC=6C=CC=CC6C5)C14,76.6,8.3257,1.698673,6.627027,0.282609,-8.3257,-1.698673,5.0121865,3.3135135,0.301794455,3.790842185,-0.299955546,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,1,36,6,0,6,0,4,6,30,2,18,6,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0001,303,6,2,HNO3,PDP
comp_39,"4,8-Bis[2-(2-naphthalenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC=2C=CC=3C=CC=CC3C2)C=4C(O)=CC=C(N=NC=5C=CC=6C=CC=CC6C5)C14,63.4,8.3257,1.698673,6.627027,0.282609,-8.3257,-1.698673,5.0121865,3.3135135,0.301794455,3.790842185,-0.299955546,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,1,36,6,0,6,0,4,6,30,2,18,6,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0000005,303,6,2,HNO3,WL
comp_39,"4,8-Bis[2-(2-naphthalenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC=2C=CC=3C=CC=CC3C2)C=4C(O)=CC=C(N=NC=5C=CC=6C=CC=CC6C5)C14,63.6,8.3257,1.698673,6.627027,0.282609,-8.3257,-1.698673,5.0121865,3.3135135,0.301794455,3.790842185,-0.299955546,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,1,36,6,0,6,0,4,6,30,2,18,6,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0.000001,303,6,2,HNO3,WL
comp_39,"4,8-Bis[2-(2-naphthalenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC=2C=CC=3C=CC=CC3C2)C=4C(O)=CC=C(N=NC=5C=CC=6C=CC=CC6C5)C14,63.9,8.3257,1.698673,6.627027,0.282609,-8.3257,-1.698673,5.0121865,3.3135135,0.301794455,3.790842185,-0.299955546,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,1,36,6,0,6,0,4,6,30,2,18,6,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0.000005,303,6,2,HNO3,WL
comp_39,"4,8-Bis[2-(2-naphthalenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC=2C=CC=3C=CC=CC3C2)C=4C(O)=CC=C(N=NC=5C=CC=6C=CC=CC6C5)C14,65.5,8.3257,1.698673,6.627027,0.282609,-8.3257,-1.698673,5.0121865,3.3135135,0.301794455,3.790842185,-0.299955546,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,1,36,6,0,6,0,4,6,30,2,18,6,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0.00001,303,6,2,HNO3,WL
comp_39,"4,8-Bis[2-(2-naphthalenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC=2C=CC=3C=CC=CC3C2)C=4C(O)=CC=C(N=NC=5C=CC=6C=CC=CC6C5)C14,71.3,8.3257,1.698673,6.627027,0.282609,-8.3257,-1.698673,5.0121865,3.3135135,0.301794455,3.790842185,-0.299955546,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,1,36,6,0,6,0,4,6,30,2,18,6,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0.00005,303,6,2,HNO3,WL
comp_39,"4,8-Bis[2-(2-naphthalenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC=2C=CC=3C=CC=CC3C2)C=4C(O)=CC=C(N=NC=5C=CC=6C=CC=CC6C5)C14,78.9,8.3257,1.698673,6.627027,0.282609,-8.3257,-1.698673,5.0121865,3.3135135,0.301794455,3.790842185,-0.299955546,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,1,36,6,0,6,0,4,6,30,2,18,6,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0001,303,6,2,HNO3,WL
comp_39,"4,8-Bis[2-(2-naphthalenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC=2C=CC=3C=CC=CC3C2)C=4C(O)=CC=C(N=NC=5C=CC=6C=CC=CC6C5)C14,63.1,8.3257,1.698673,6.627027,0.282609,-8.3257,-1.698673,5.0121865,3.3135135,0.301794455,3.790842185,-0.299955546,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,1,36,6,0,6,0,4,6,30,2,18,6,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0001,303,6,2,NaOH,PDP
comp_39,"4,8-Bis[2-(2-naphthalenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC=2C=CC=3C=CC=CC3C2)C=4C(O)=CC=C(N=NC=5C=CC=6C=CC=CC6C5)C14,55,8.3257,1.698673,6.627027,0.282609,-8.3257,-1.698673,5.0121865,3.3135135,0.301794455,3.790842185,-0.299955546,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,468.515,8.9558,-10.826,6,2,355.32,0.20331,89.9,1,36,6,0,6,0,4,6,30,2,18,6,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0001,303,6,2,NaOH,WL
comp_40,"4,8-Bis[2-(4-methoxyphenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC2=CC=C(OC)C=C2)C=3C(O)=CC=C(N=NC4=CC=C(OC)C=C4)C13,76,8.045255,1.508692,6.536562,0.212589,-8.045255,-1.508692,4.7769735,3.2682815,0.305971196,3.491051156,-0.340091039,428.447,6.427,-7.65,8,2,330.64,0.27897,108.36,428.447,6.427,-7.65,8,2,330.64,0.27897,108.36,1,32,8,0,8,0,6,4,22,6,18,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0001,303,6,2,HNO3,PDP
comp_40,"4,8-Bis[2-(4-methoxyphenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC2=CC=C(OC)C=C2)C=3C(O)=CC=C(N=NC4=CC=C(OC)C=C4)C13,63.1,8.045255,1.508692,6.536562,0.212589,-8.045255,-1.508692,4.7769735,3.2682815,0.305971196,3.491051156,-0.340091039,428.447,6.427,-7.65,8,2,330.64,0.27897,108.36,428.447,6.427,-7.65,8,2,330.64,0.27897,108.36,1,32,8,0,8,0,6,4,22,6,18,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0000005,303,6,2,HNO3,WL
comp_40,"4,8-Bis[2-(4-methoxyphenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC2=CC=C(OC)C=C2)C=3C(O)=CC=C(N=NC4=CC=C(OC)C=C4)C13,63.5,8.045255,1.508692,6.536562,0.212589,-8.045255,-1.508692,4.7769735,3.2682815,0.305971196,3.491051156,-0.340091039,428.447,6.427,-7.65,8,2,330.64,0.27897,108.36,428.447,6.427,-7.65,8,2,330.64,0.27897,108.36,1,32,8,0,8,0,6,4,22,6,18,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.000001,303,6,2,HNO3,WL
comp_40,"4,8-Bis[2-(4-methoxyphenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC2=CC=C(OC)C=C2)C=3C(O)=CC=C(N=NC4=CC=C(OC)C=C4)C13,64.9,8.045255,1.508692,6.536562,0.212589,-8.045255,-1.508692,4.7769735,3.2682815,0.305971196,3.491051156,-0.340091039,428.447,6.427,-7.65,8,2,330.64,0.27897,108.36,428.447,6.427,-7.65,8,2,330.64,0.27897,108.36,1,32,8,0,8,0,6,4,22,6,18,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.000005,303,6,2,HNO3,WL
comp_40,"4,8-Bis[2-(4-methoxyphenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC2=CC=C(OC)C=C2)C=3C(O)=CC=C(N=NC4=CC=C(OC)C=C4)C13,65.7,8.045255,1.508692,6.536562,0.212589,-8.045255,-1.508692,4.7769735,3.2682815,0.305971196,3.491051156,-0.340091039,428.447,6.427,-7.65,8,2,330.64,0.27897,108.36,428.447,6.427,-7.65,8,2,330.64,0.27897,108.36,1,32,8,0,8,0,6,4,22,6,18,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.00001,303,6,2,HNO3,WL
comp_40,"4,8-Bis[2-(4-methoxyphenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC2=CC=C(OC)C=C2)C=3C(O)=CC=C(N=NC4=CC=C(OC)C=C4)C13,71.2,8.045255,1.508692,6.536562,0.212589,-8.045255,-1.508692,4.7769735,3.2682815,0.305971196,3.491051156,-0.340091039,428.447,6.427,-7.65,8,2,330.64,0.27897,108.36,428.447,6.427,-7.65,8,2,330.64,0.27897,108.36,1,32,8,0,8,0,6,4,22,6,18,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.00005,303,6,2,HNO3,WL
comp_40,"4,8-Bis[2-(4-methoxyphenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC2=CC=C(OC)C=C2)C=3C(O)=CC=C(N=NC4=CC=C(OC)C=C4)C13,76.7,8.045255,1.508692,6.536562,0.212589,-8.045255,-1.508692,4.7769735,3.2682815,0.305971196,3.491051156,-0.340091039,428.447,6.427,-7.65,8,2,330.64,0.27897,108.36,428.447,6.427,-7.65,8,2,330.64,0.27897,108.36,1,32,8,0,8,0,6,4,22,6,18,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0001,303,6,2,HNO3,WL
comp_40,"4,8-Bis[2-(4-methoxyphenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC2=CC=C(OC)C=C2)C=3C(O)=CC=C(N=NC4=CC=C(OC)C=C4)C13,61.3,8.045255,1.508692,6.536562,0.212589,-8.045255,-1.508692,4.7769735,3.2682815,0.305971196,3.491051156,-0.340091039,428.447,6.427,-7.65,8,2,330.64,0.27897,108.36,428.447,6.427,-7.65,8,2,330.64,0.27897,108.36,1,32,8,0,8,0,6,4,22,6,18,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0001,303,6,2,NaOH,PDP
comp_40,"4,8-Bis[2-(4-methoxyphenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC2=CC=C(OC)C=C2)C=3C(O)=CC=C(N=NC4=CC=C(OC)C=C4)C13,54,8.045255,1.508692,6.536562,0.212589,-8.045255,-1.508692,4.7769735,3.2682815,0.305971196,3.491051156,-0.340091039,428.447,6.427,-7.65,8,2,330.64,0.27897,108.36,428.447,6.427,-7.65,8,2,330.64,0.27897,108.36,1,32,8,0,8,0,6,4,22,6,18,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0001,303,6,2,NaOH,WL
comp_41,"4,8-Bis[2-(4-methylphenyl)diazenyl]-1,5-naphthalenediol",Cc4ccc(N=Nc2ccc(O)c3c(N=Nc1ccc(C)cc1)ccc(O)c23)cc4,74.6,8.182748,1.533137,6.649611,0.041257,-8.182748,-1.533137,4.8579425,3.3248055,0.300769474,3.549020436,-0.322132753,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,1,30,6,0,6,0,4,4,22,4,17,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0001,303,6,2,HNO3,PDP
comp_41,"4,8-Bis[2-(4-methylphenyl)diazenyl]-1,5-naphthalenediol",Cc4ccc(N=Nc2ccc(O)c3c(N=Nc1ccc(C)cc1)ccc(O)c23)cc4,62.1,8.182748,1.533137,6.649611,0.041257,-8.182748,-1.533137,4.8579425,3.3248055,0.300769474,3.549020436,-0.322132753,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,1,30,6,0,6,0,4,4,22,4,17,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0000005,303,6,2,HNO3,WL
comp_41,"4,8-Bis[2-(4-methylphenyl)diazenyl]-1,5-naphthalenediol",Cc4ccc(N=Nc2ccc(O)c3c(N=Nc1ccc(C)cc1)ccc(O)c23)cc4,62.2,8.182748,1.533137,6.649611,0.041257,-8.182748,-1.533137,4.8579425,3.3248055,0.300769474,3.549020436,-0.322132753,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,1,30,6,0,6,0,4,4,22,4,17,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.000001,303,6,2,HNO3,WL
comp_41,"4,8-Bis[2-(4-methylphenyl)diazenyl]-1,5-naphthalenediol",Cc4ccc(N=Nc2ccc(O)c3c(N=Nc1ccc(C)cc1)ccc(O)c23)cc4,64.8,8.182748,1.533137,6.649611,0.041257,-8.182748,-1.533137,4.8579425,3.3248055,0.300769474,3.549020436,-0.322132753,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,1,30,6,0,6,0,4,4,22,4,17,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.000005,303,6,2,HNO3,WL
comp_41,"4,8-Bis[2-(4-methylphenyl)diazenyl]-1,5-naphthalenediol",Cc4ccc(N=Nc2ccc(O)c3c(N=Nc1ccc(C)cc1)ccc(O)c23)cc4,65.8,8.182748,1.533137,6.649611,0.041257,-8.182748,-1.533137,4.8579425,3.3248055,0.300769474,3.549020436,-0.322132753,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,1,30,6,0,6,0,4,4,22,4,17,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.00001,303,6,2,HNO3,WL
comp_41,"4,8-Bis[2-(4-methylphenyl)diazenyl]-1,5-naphthalenediol",Cc4ccc(N=Nc2ccc(O)c3c(N=Nc1ccc(C)cc1)ccc(O)c23)cc4,70.9,8.182748,1.533137,6.649611,0.041257,-8.182748,-1.533137,4.8579425,3.3248055,0.300769474,3.549020436,-0.322132753,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,1,30,6,0,6,0,4,4,22,4,17,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.00005,303,6,2,HNO3,WL
comp_41,"4,8-Bis[2-(4-methylphenyl)diazenyl]-1,5-naphthalenediol",Cc4ccc(N=Nc2ccc(O)c3c(N=Nc1ccc(C)cc1)ccc(O)c23)cc4,76.2,8.182748,1.533137,6.649611,0.041257,-8.182748,-1.533137,4.8579425,3.3248055,0.300769474,3.549020436,-0.322132753,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,1,30,6,0,6,0,4,4,22,4,17,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0001,303,6,2,HNO3,WL
comp_41,"4,8-Bis[2-(4-methylphenyl)diazenyl]-1,5-naphthalenediol",Cc4ccc(N=Nc2ccc(O)c3c(N=Nc1ccc(C)cc1)ccc(O)c23)cc4,54.1,8.182748,1.533137,6.649611,0.041257,-8.182748,-1.533137,4.8579425,3.3248055,0.300769474,3.549020436,-0.322132753,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,1,30,6,0,6,0,4,4,22,4,17,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0001,303,6,2,NaOH,PDP
comp_41,"4,8-Bis[2-(4-methylphenyl)diazenyl]-1,5-naphthalenediol",Cc4ccc(N=Nc2ccc(O)c3c(N=Nc1ccc(C)cc1)ccc(O)c23)cc4,53,8.182748,1.533137,6.649611,0.041257,-8.182748,-1.533137,4.8579425,3.3248055,0.300769474,3.549020436,-0.322132753,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,1,30,6,0,6,0,4,4,22,4,17,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0001,303,6,2,NaOH,WL
comp_42,"4,8-Bis[2-(2-methylphenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC=2C=CC=CC2C)C=3C(O)=CC=C(N=NC=4C=CC=CC4C)C13,73.1,8.30811,1.566213,6.741897,0.916358,-8.30811,-1.566213,4.9371615,3.3709485,0.296652411,3.615534868,-0.305973007,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,1,30,6,0,6,0,4,4,22,4,15,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0001,303,6,2,HNO3,PDP
comp_42,"4,8-Bis[2-(2-methylphenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC=2C=CC=CC2C)C=3C(O)=CC=C(N=NC=4C=CC=CC4C)C13,60.1,8.30811,1.566213,6.741897,0.916358,-8.30811,-1.566213,4.9371615,3.3709485,0.296652411,3.615534868,-0.305973007,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,1,30,6,0,6,0,4,4,22,4,15,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0000005,303,6,2,HNO3,WL
comp_42,"4,8-Bis[2-(2-methylphenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC=2C=CC=CC2C)C=3C(O)=CC=C(N=NC=4C=CC=CC4C)C13,60.4,8.30811,1.566213,6.741897,0.916358,-8.30811,-1.566213,4.9371615,3.3709485,0.296652411,3.615534868,-0.305973007,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,1,30,6,0,6,0,4,4,22,4,15,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.000001,303,6,2,HNO3,WL
comp_42,"4,8-Bis[2-(2-methylphenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC=2C=CC=CC2C)C=3C(O)=CC=C(N=NC=4C=CC=CC4C)C13,60.7,8.30811,1.566213,6.741897,0.916358,-8.30811,-1.566213,4.9371615,3.3709485,0.296652411,3.615534868,-0.305973007,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,1,30,6,0,6,0,4,4,22,4,15,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.000005,303,6,2,HNO3,WL
comp_42,"4,8-Bis[2-(2-methylphenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC=2C=CC=CC2C)C=3C(O)=CC=C(N=NC=4C=CC=CC4C)C13,62.7,8.30811,1.566213,6.741897,0.916358,-8.30811,-1.566213,4.9371615,3.3709485,0.296652411,3.615534868,-0.305973007,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,1,30,6,0,6,0,4,4,22,4,15,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.00001,303,6,2,HNO3,WL
comp_42,"4,8-Bis[2-(2-methylphenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC=2C=CC=CC2C)C=3C(O)=CC=C(N=NC=4C=CC=CC4C)C13,70,8.30811,1.566213,6.741897,0.916358,-8.30811,-1.566213,4.9371615,3.3709485,0.296652411,3.615534868,-0.305973007,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,1,30,6,0,6,0,4,4,22,4,15,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.00005,303,6,2,HNO3,WL
comp_42,"4,8-Bis[2-(2-methylphenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC=2C=CC=CC2C)C=3C(O)=CC=C(N=NC=4C=CC=CC4C)C13,74.8,8.30811,1.566213,6.741897,0.916358,-8.30811,-1.566213,4.9371615,3.3709485,0.296652411,3.615534868,-0.305973007,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,1,30,6,0,6,0,4,4,22,4,15,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0001,303,6,2,HNO3,WL
comp_42,"4,8-Bis[2-(2-methylphenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC=2C=CC=CC2C)C=3C(O)=CC=C(N=NC=4C=CC=CC4C)C13,50.1,8.30811,1.566213,6.741897,0.916358,-8.30811,-1.566213,4.9371615,3.3709485,0.296652411,3.615534868,-0.305973007,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,1,30,6,0,6,0,4,4,22,4,15,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0001,303,6,2,NaOH,PDP
comp_42,"4,8-Bis[2-(2-methylphenyl)diazenyl]-1,5-naphthalenediol",OC1=CC=C(N=NC=2C=CC=CC2C)C=3C(O)=CC=C(N=NC=4C=CC=CC4C)C13,49,8.30811,1.566213,6.741897,0.916358,-8.30811,-1.566213,4.9371615,3.3709485,0.296652411,3.615534868,-0.305973007,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,396.449,7.2548,-8.302,6,2,310.64,0.23255,89.9,1,30,6,0,6,0,4,4,22,4,15,4,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0001,303,6,2,NaOH,WL
